23894747	Schizophrenia	GRIK3	FTLP18 - AL596257.1	rs589249	3E-7	schizophrenia
23894747	Schizophrenia	NOTCH4	NOTCH4, NOTCH4, NOTCH4, NOTCH4, NOTCH4, NOTCH4, NOTCH4	rs3132935	5E-7	schizophrenia
23894747	Schizophrenia	NKAIN2	NKAIN2	rs6917824	4E-6	schizophrenia
23894747	Schizophrenia	TCF4	TCF4	rs1261117	3E-10	schizophrenia
23894747	Schizophrenia	LGALS17A, CLC	CLC - LEUTX	rs12611334	2E-6	schizophrenia
23894747	Schizophrenia	FEZ1	FEZ1	rs7930295	3E-6	schizophrenia
23894747	Schizophrenia	PRRC2A, BAG6	PRRC2A, PRRC2A, PRRC2A, PRRC2A, PRRC2A, PRRC2A, PRRC2A	rs1046089	4E-6	schizophrenia
23894747	Schizophrenia	NOTCH4	NOTCH4, NOTCH4, NOTCH4, NOTCH4, NOTCH4, NOTCH4, NOTCH4	rs3132935	3E-7	schizophrenia
23894747	Schizophrenia	NT5C2, AS3MT, CNNM2	AL356608.3	rs7897654	3E-7	schizophrenia
23894747	Schizophrenia	BRD1	BRD1	rs138880	2E-7	schizophrenia
23894747	Schizophrenia	SEC16B	AL136114.1	rs12140439	1E-6	schizophrenia
23894747	Schizophrenia	FBXO11	FBXO11	rs4381823	6E-6	schizophrenia
23894747	Schizophrenia	ARHGAP31	ARHGAP31	rs17203055	5E-6	schizophrenia
23894747	Schizophrenia	POM121L2	POM121L2	rs16897515	4E-7	schizophrenia
17522711	Schizophrenia	CSF2RA, IL3RA	RPL14P5 - CRLF2	rs4129148	4E-7	schizophrenia
19571809	Schizophrenia	HIST1H2BJ, SLC17A1, BTN3A2, BTN2A2, BTN3A1, HIST1H2AG, POM121L2, ZNF184, PRSS16, SLC17A3	MIR3143 - RPL10P2	rs13194053	1E-8	schizophrenia
19571809	Schizophrenia	HLA-DQA1	HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1	rs9272219	7E-8	schizophrenia
20038947	Major depressive disorder (broad)	NR	LINC00578	rs644695	5E-6	unipolar depression
20038947	Major depressive disorder (broad)	NR	AL365400.2 - AL137845.2	rs5990417	6E-6	unipolar depression
20038947	Major depressive disorder (broad)	SLC18A1, ATP6V1B2, LZTS1	ATP6V1B2	rs1106634	7E-7	unipolar depression
20038947	Major depressive disorder (broad)	SP4	SP4	rs17144465	8E-7	unipolar depression
20038947	Major depressive disorder (broad)	GRM7	GRM7	rs9870680	1E-6	unipolar depression
20038947	Major depressive disorder (broad)	LY86	LY86-AS1, LY86	rs2326810	7E-6	unipolar depression
20038947	Major depressive disorder (broad)	NR	LINC01517 - LYZL1	rs1612122	7E-6	unipolar depression
20038947	Major depressive disorder (broad)	AK294384	MKLN1	rs10265216	3E-6	unipolar depression
20038947	Major depressive disorder (broad)	BC043421	AC007422.1 - LINC01812	rs724568	5E-6	unipolar depression
19812673	Autism	SEMA5A, TAS2R1	AC026787.1	rs10513025	2E-7	autism
19812673	Autism	NR	ZBED3-AS1, AC022414.1, AC008581.2	rs6453278	5E-6	autism
19107115	Major depressive disorder	CCND2	AC005842.1 - AC084375.1	rs4238010	6E-6	unipolar depression
22182935	Bipolar disorder	PTGFR	AC104837.1 - ADGRL4	rs4650608	8E-9	bipolar disorder
22182935	Bipolar disorder	LMAN2L	LMAN2L	rs2271893	2E-10	bipolar disorder
22182935	Bipolar disorder	TRANK1	HSPD1P6 - LINC02033	rs9834970	1E-12	bipolar disorder
22182935	Bipolar disorder	ANK3	ANK3	rs4948418	4E-10	bipolar disorder
19581569	Alcohol dependence	PECR	MREG, PECR	rs7590720	1E-8	alcohol dependence
19581569	Alcohol dependence	CAST, ERAP1	ERAP1, CAST	rs13160562	7E-6	alcohol dependence
19581569	Alcohol dependence	PPP2R2B	PPP2R2B	rs1864982	3E-6	alcohol dependence
19581569	Alcohol dependence	ESR1	ESR1	rs6902771	8E-6	alcohol dependence
19247474	Smoking behavior	BBX	BBX	rs6437740	2E-7	smoking behavior
19247474	Smoking behavior	TRPC5	TRPC5	rs7050529	6E-6	smoking behavior
19247474	Smoking behavior	SET7	SETD7	rs17050782	8E-6	smoking behavior
19247474	Smoking behavior	ACTN1	ACTN1	rs2268983	7E-6	smoking behavior
19247474	Smoking behavior	MAOA	MAOA - MAOB	rs3027409	7E-6	smoking behavior
19247474	Smoking behavior	LOC133789	ARRDC3-AS1	rs933688	6E-6	smoking behavior
19247474	Smoking behavior	AK002179	LINC01140, AC093155.3	rs7553864	3E-6	smoking behavior
19247474	Smoking behavior	CABLES1	CABLES1	rs11082304	6E-6	smoking behavior
19247474	Smoking behavior	CAMKK1	CAMKK1	rs758642	7E-6	smoking behavior
19247474	Smoking behavior	ZNF505	ZNF93	rs10411195	6E-6	smoking behavior
20351715	Bipolar disorder or major depressive disorder	FAT4	FAT4	rs1395241	8E-6	unipolar depression, bipolar disorder
20351715	Bipolar disorder or major depressive disorder	C15orf53	LINC02694	rs12912251	1E-6	unipolar depression, bipolar disorder
20351715	Bipolar disorder or major depressive disorder	C7orf23, DMTF1	DMTF1	rs11773103	1E-6	unipolar depression, bipolar disorder
20351715	Bipolar disorder or major depressive disorder	CACNA1C	CACNA1C, CACNA1C	rs1006737	3E-8	unipolar depression, bipolar disorder
20351715	Bipolar disorder or major depressive disorder	SYNE1	SYNE1	rs17082664	1E-6	unipolar depression, bipolar disorder
20351715	Bipolar disorder or major depressive disorder	ANK3	ANK3	rs10994338	5E-7	unipolar depression, bipolar disorder
20351715	Bipolar disorder or major depressive disorder	COLEC12, THOC1	AP000845.1 - COLEC12	rs7226677	4E-6	unipolar depression, bipolar disorder
20351715	Bipolar disorder	LMAN2L, FER1L5, CNNM4	LMAN2L - CNNM4	rs2314398	3E-6	bipolar disorder
20351715	Bipolar disorder	ZNF385D	ZNF385D	rs3821396	5E-6	bipolar disorder
20351715	Bipolar disorder	SYNE1	SYNE1	rs17082664	4E-6	bipolar disorder
20351715	Bipolar disorder	GARNL3, SLC2A8	GARNL3	rs7041940	3E-6	bipolar disorder
20351715	Bipolar disorder	ANK3	ANK3	rs10994336	9E-9	bipolar disorder
20351715	Bipolar disorder	hsa-mir-708, ODZ4	TENM4	rs12290811	4E-6	bipolar disorder
20351715	Bipolar disorder	PAN3, SIAE, SPA17, TBRG1	SIAE	rs544368	6E-6	bipolar disorder
20351715	Bipolar disorder	CACNA1C	CACNA1C, CACNA1C	rs1006737	7E-8	bipolar disorder
20351715	Bipolar disorder	C14orf165, C14orf167, DHRS4	AL136419.2 - LINC00596	rs12436436	5E-6	bipolar disorder
20351715	Bipolar disorder	C15orf53	LINC02694	rs12899449	4E-7	bipolar disorder
20351715	Bipolar disorder	COLEC12, THOC1	PDE5A, AC093752.1	rs722667	7E-6	bipolar disorder
20351715	Bipolar disorder	PRSS3, UBE2R2	UBE2R2-AS1	rs216345	4E-6	bipolar disorder
20351715	Bipolar disorder	ARNT2	AC016705.2	rs2278702	6E-6	bipolar disorder
20351715	Bipolar disorder	UBE2R2, UBAP2, SNORD121B, SNORD121A	UBAP2	rs307660	5E-6	bipolar disorder
20351715	Bipolar disorder	SVEP1	SVEP1	rs7042161	6E-6	bipolar disorder
20351715	Bipolar disorder	SPRED1	AC087473.1	rs16966460	4E-6	bipolar disorder
20351715	Bipolar disorder	ZMIZ1	ZMIZ1	rs703965	8E-6	bipolar disorder
20351715	Bipolar disorder	COLEC12, THOC1	AP000845.1 - COLEC12	rs7226677	7E-6	bipolar disorder
20351715	Major depressive disorder	PCLO	PCLO	rs2247523	5E-6	unipolar depression
22524403	Nicotine dependence	CHRNB3	SMIM19 - CHRNB3	rs1451240	7E-16	nicotine dependence
23377640	Major depressive disorder	MYO10	MYO10	rs17651119	2E-8	unipolar depression
23377640	Major depressive disorder	WBSCR17	AC073873.1 - GALNT17	rs1525293	2E-6	unipolar depression
23377640	Major depressive disorder	KCNH5	KCNH5	rs8012941	4E-6	unipolar depression
23377640	Major depressive disorder	FAM38B	PIEZO2	rs264272	4E-6	unipolar depression
23377640	Major depressive disorder	NDFIP2	LINC01068 - AL136442.1	rs9601248	2E-6	unipolar depression
23377640	Major depressive disorder	FLJ41603	ARHGEF37 - AC022100.1	rs17710780	4E-6	unipolar depression
23377640	Major depressive disorder	GRIN2B	GRIN2B	rs1457614	8E-6	unipolar depression
23377640	Major depressive disorder	ITGA11	ITGA11	rs7174755	9E-7	unipolar depression
23377640	Major depressive disorder	MIR548D2	AC008691.1	rs10065906	2E-6	unipolar depression
23377640	Major depressive disorder	FGF12	AC026320.3	rs4585146	6E-6	unipolar depression
23377640	Major depressive disorder	MIR548D2	AC008691.1	rs10065906	2E-6	unipolar depression
23377640	Major depressive disorder	RASGEF1B	RASGEF1B	rs1822818	6E-6	unipolar depression
23377640	Major depressive disorder	IGFBP1, IGFBP3	AC073115.2	rs2462686	9E-6	unipolar depression
23377640	Major depressive disorder	C9orf98	AK8	rs12552369	8E-6	unipolar depression
23377640	Major depressive disorder	SOD3	LINC02473 - AC006390.1	rs12500612	7E-6	unipolar depression
23377640	Major depressive disorder	ENOX1	LINC01643 - AL021877.1	rs1034394	2E-6	unipolar depression
23377640	Major depressive disorder	FAM38B	PIEZO2	rs264272	3E-6	unipolar depression
23377640	Major depressive disorder	KCTD15, CHST8	KCTD15 - AC008556.1	rs398426	5E-6	unipolar depression
23377640	Major depressive disorder	EPN1, NLRP9, NLRP11, RFPL4A	NLRP9 - RFPL4A	rs17634917	6E-6	unipolar depression
23377640	Major depressive disorder	C12orf5, CCND2	AC008012.1	rs4625554	9E-6	unipolar depression
23377640	Major depressive disorder	KCTD15	KCTD15 - AC008556.1	rs2546057	3E-7	unipolar depression
23377640	Major depressive disorder	DMRT3, DMRT1	DMRT1	rs364477	4E-6	unipolar depression
23377640	Major depressive disorder	RFPL4A	NLRP9 - RFPL4A	rs17634917	3E-6	unipolar depression
23377640	Major depressive disorder	ESRRG	ESRRG	rs2377360	9E-6	unipolar depression
23377640	Major depressive disorder	PIAS1, CALML4, CLN6, FEM1B, ITGA11	ITGA11	rs7174755	3E-7	unipolar depression
23377640	Major depressive disorder	PDCD5, ANKRD27, RGS9BP, NUDT19	ANKRD27	rs17692896	7E-7	unipolar depression
23377640	Major depressive disorder	MYLIP, GMPR, ATXN1	GMPR	rs10484358	1E-6	unipolar depression
23377640	Major depressive disorder	RASA1, CCNH	LINC02144 - AC020930.1	rs1673101	4E-6	unipolar depression
23377640	Major depressive disorder	IL12A, SCHIP1	IL12A-AS1	rs6799788	1E-6	unipolar depression
23377640	Major depressive disorder	FMN1	FMN1 - TMCO5B	rs974379	8E-6	unipolar depression
23377640	Major depressive disorder	MRPL14	AL109615.4 - MRPL14	rs7742824	9E-6	unipolar depression
23377640	Major depressive disorder	PCDH1	AC005753.1 - PCDH1	rs166040	5E-6	unipolar depression
23377640	Major depressive disorder	ENOX1	ENOX1	rs17538444	4E-7	unipolar depression
23377640	Major depressive disorder	LYSMD4, C15orf51	LYSMD4 - DNM1P46	rs6598266	3E-6	unipolar depression
23377640	Major depressive disorder	C12orf36	AC022276.1 - LINC01559	rs11055387	8E-6	unipolar depression
23377640	Major depressive disorder	FGF12	AC026320.3	rs4585146	3E-7	unipolar depression
22688191	Schizophrenia	CENTG2	AGAP1	rs13025591	8E-8	schizophrenia
22688191	Schizophrenia	TCF4	CACNA1C, CACNA1C	rs4765905	1E-7	schizophrenia
22688191	Schizophrenia	CACNA1C	CACNA1C, CACNA1C	rs4765905	2E-7	schizophrenia
22688191	Schizophrenia	NT5C2, other genes, CNNM2	NT5C2	rs11191580	2E-9	schizophrenia
22688191	Schizophrenia	DPYD, has-mir-137	NFU1P2 - LINC01776	rs1198588	5E-7	schizophrenia
22688191	Schizophrenia	PTBP2	NDUFS5P2 - RPL7P9	rs12071951	5E-7	schizophrenia
22688191	Schizophrenia	SNX8, NUDT1, FTSJ2, MAD1L1	MAD1L1, AC069288.1	rs12666575	2E-9	schizophrenia
22688191	Schizophrenia	MMP16	AC090578.1	rs7004633	6E-8	schizophrenia
22688191	Schizophrenia	FEZ1, El24, PKNOX2	FEZ1	rs11220082	7E-7	schizophrenia
22688191	Schizophrenia	CSMD1	CSMD1	rs10503256	9E-7	schizophrenia
22688191	Schizophrenia	MHC	GPR89P - AL009179.2	rs17693963	3E-11	schizophrenia
22688191	Bipolar disorder and schizophrenia	other genes, MHC	TSBP1-AS1	rs3117099	3E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	other genes, MHC	LINC00243	rs886424	9E-7	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	KCNMB2	AC117457.1, KCNMB2-AS1, KCNMB2	rs2054399	1E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	NLRC5	NLRC5	rs821470	3E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	MSRA	AC023385.1, MSRA, MSRA	rs1484642	3E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	NMUR2	LINC01470	rs4262150	7E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	COMMD10	COMMD10	rs253959	8E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	ZDBF2, GPR1, ADAM23	GPR1-AS, GPR1-AS	rs2058710	9E-6	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	other genes, MHC	HLA-K - HLA-U	rs2524005	5E-7	schizophrenia, bipolar disorder
22688191	Bipolar disorder and schizophrenia	SPTLC1, ROR2	SPTLC1	rs7872515	6E-7	schizophrenia, bipolar disorder
22688191	Bipolar disorder	CMKLR1	CMKLR1 - LINC01498	rs17040430	9E-7	bipolar disorder
22688191	Bipolar disorder	IRF2BP2	TARBP1 - LINC01354	rs271738	5E-6	bipolar disorder
22688191	Bipolar disorder	DLC1	DLC1	rs289585	5E-6	bipolar disorder
23382809	Schizophrenia (negative symptoms)	C9orf5	TMEM245	rs643410	1E-6	schizophrenia
23382809	Schizophrenia (negative symptoms)	BCL9	BCL9	rs583583	6E-7	schizophrenia
23382809	Schizophrenia (negative symptoms)	ST3Gal1	AC090821.1 - Metazoa_SRP	rs2860223	2E-6	schizophrenia
17158188	Nicotine dependence	NR	AF064858.1	rs2836823	2E-6	nicotine dependence
17158188	Nicotine dependence	CTNNA3	CTNNA3	rs4142041	6E-6	nicotine dependence
22205951	Bipolar disorder	RP11-252P19.1	PDE10A	rs1039002	2E-8	bipolar disorder
22205951	Bipolar disorder	MARK1	PRELID3BP1 - LINC02779	rs12563333	6E-8	bipolar disorder
20713499	Schizophrenia, bipolar disorder and depression (combined)	ADM	AMPD3	rs6484218	4E-8	unipolar depression, mental or behavioural disorder, bipolar disorder
20713499	Schizophrenia, bipolar disorder and depression (combined)	NPAS3	NPAS3	rs4982029	4E-6	unipolar depression, mental or behavioural disorder, bipolar disorder
20713499	Schizophrenia, bipolar disorder and depression (combined)	IFT88	IFT88	rs7326068	3E-6	unipolar depression, mental or behavioural disorder, bipolar disorder
20713499	Schizophrenia, bipolar disorder and depression (combined)	ANXA1	ALDH1A1 - ANXA1	rs3758354	3E-6	unipolar depression, mental or behavioural disorder, bipolar disorder
20713499	Schizophrenia, bipolar disorder and depression (combined)	MYO18B	MYO18B	rs1001021	2E-6	unipolar depression, mental or behavioural disorder, bipolar disorder
18711365	Bipolar disorder	NR	TENM4	rs12290811	4E-6	bipolar disorder
18711365	Bipolar disorder	ANK3	ANK3	rs10994336	9E-9	bipolar disorder
18711365	Bipolar disorder	NR	AC099753.1	rs11720452	5E-6	bipolar disorder
18711365	Bipolar disorder	C15orf53, RASGRP1	LINC02694	rs12899449	4E-7	bipolar disorder
18711365	Bipolar disorder	NR	NPAS3	rs8015959	5E-6	bipolar disorder
18711365	Bipolar disorder	NR	AC034195.1	rs1601875	7E-6	bipolar disorder
18711365	Bipolar disorder	NR	GARNL3	rs4130590	3E-6	bipolar disorder
18711365	Bipolar disorder	NR	AC087473.1	rs16966460	4E-6	bipolar disorder
18711365	Bipolar disorder	NR	AL136419.2 - LINC00596	rs12436436	5E-6	bipolar disorder
18711365	Bipolar disorder	NR	CMTM8	rs4380451	4E-6	bipolar disorder
18711365	Bipolar disorder	NR	UBE2R2-AS1	rs216345	4E-6	bipolar disorder
18711365	Bipolar disorder	NR	ZNF385D	rs3821396	5E-6	bipolar disorder
18711365	Bipolar disorder	NR	LINC01307 - LINC01709	rs1948368	6E-6	bipolar disorder
18711365	Bipolar disorder	NR	SIAE	rs544368	6E-6	bipolar disorder
18711365	Bipolar disorder	NR	AC016705.2	rs2278702	6E-6	bipolar disorder
18711365	Bipolar disorder	NR	AP000845.1 - COLEC12	rs7226677	7E-6	bipolar disorder
18711365	Bipolar disorder	NR	ZMIZ1	rs703965	8E-6	bipolar disorder
18711365	Bipolar disorder	CACNA1C	CACNA1C, CACNA1C	rs1006737	7E-8	bipolar disorder
18711365	Bipolar disorder	NR	SYNE1	rs17082664	4E-6	bipolar disorder
18711365	Bipolar disorder	NR	SVEP1	rs7042161	6E-6	bipolar disorder
20889312	Bipolar disorder and schizophrenia	NR	AL353133.1 - AL353133.2	rs493187	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	DAOA	AL138701.2	rs4996815	1E-7	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	HNRNPA3P3 - RN7SL727P	rs5907577	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	FO393408.1 - AL137014.1	rs5955415	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	RIN2	RIN2	rs6046396	4E-7	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC00558	rs6561750	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC01300 - AC100803.3	rs7386474	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	MROH4P - ARC	rs7465272	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	GSN - STOM	rs767770	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC02151 - AP000770.1	rs7941534	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	CNTNAP2	CNTNAP2	rs802568	2E-7	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	B4GALT1-AS1 - SPINK4	rs830407	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC00598	rs913246	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AL352984.2	rs915071	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	NPM1P10 - AL357522.1	rs9377619	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	GPC6	rs9561428	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC092422.1	rs993804	1E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	KAT2B	rs1124376	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	C8orf87	rs278567	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	SGO1-AS1	rs1395103	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC008496.2	rs7735699	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ADAMTS6	rs13183791	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC090150.1 - STMN4	rs1446682	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC073365.1	rs16822582	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AL110292.1	rs17111920	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	RBFOX1	rs12444931	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	CACNA2D3	rs13064588	4E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	OGFRP1, TCF20, TCF20, TCF20, TCF20, TCF20	rs134882	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ATG4AP1 - Z82170.1	rs1410530	4E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	DMD	rs1456737	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC096570.1	rs1605834	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC067819.1 - TMX3	rs1704734	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	MTHFD2P3 - RPL3P7	rs17069122	1E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC012629.1 - CTNND2	rs17176973	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	NREP	rs173896	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AL136367.1 - AL353752.1	rs1806864	1E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	FAM110B	AC012103.1, LINC01602	rs1992045	2E-7	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ATG4AP1 - Z82170.1	rs213443	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	BCAS1	rs2276498	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	CNTN5	AP001317.1 - AP003038.1	rs2509843	2E-7	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	EFNA5	rs252817	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	MYOM2, MYOM2	rs2235121	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	KDM4C	rs10815468	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC02694	rs2643217	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	SYT6 - AL121999.1	rs2774292	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	FAM81A	rs28890483	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC100808.1 - KRTAP4-8	rs4006360	4E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	VAT1L	rs435746	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ATP8A2	rs4770837	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC064862.6	rs4870684	5E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC01724 - KCNT2	rs7512769	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC104129.1, AC069288.1, MAD1L1	rs6952808	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC069288.1, MAD1L1	rs1107592	2E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AL356157.1 - TMEM72-AS1	rs11239177	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC243571.2	rs6607284	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	SNX8	rs2398668	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AL049594.1 - AL035661.1	rs2424635	7E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	COL28A1	rs10486158	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	SLC39A12 - CACNB2	rs10508558	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	SLC35F4	rs1092015	8E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	MIR3681HG	rs10929808	4E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	LOC393076	Y_RNA - AC093813.1	rs10949808	1E-7	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ATP6V1B2	rs1106634	4E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	PAQR5	rs11072089	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	SMARCAD1	rs11097407	4E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ABCD1, U52111.1	rs11156606	3E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	AC004801.5	rs11168351	9E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	LINC02649 - PRKCQ	rs11258317	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	ADAM19	rs11740562	1E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	ASTN2	TPT1P9 - AL355592.1	rs11789399	6E-9	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	TTC33	rs11955175	6E-6	mental or behavioural disorder
20889312	Bipolar disorder and schizophrenia	NR	TTC39B	rs12003180	5E-6	mental or behavioural disorder
